jezm 江泽民
kivv 一桩桩
kgss 隐身术
kbwh 用武
zwzj 脏字
zujp 灶具
vybj 重宝
vsqd 舟山群岛
vlxs 住校生
znzm 做牛做马
qcbe 青波
bohj 拜火教
bbvm 币制
bnjr 不尽然
ccrr 从从容容
clcw 催产
drdd 大恩大德
dihs 道号
dlto 倒推
dtjz 掉头就走
dfnw 独女
dkhs 多快好省
gxrz 过些日子
jszd 监守自盗
kfxs 狂啸
lccg 冷藏柜
muql 煤气炉
mymr 某月某日
pcci 配出
pdvs 普度众生
qpta 前蹄
qexy 潜心于
sksb 善有善报
sqhx 神气活现
trkl 天若有情天亦老
tkto 铁托
tkzh 桶子
tojj 托举
wsxo 唯心
wmkp 危崖
wknq 无可奈何花落去
ktxs 引体向上
kktu 银条
kwxt 有线通
zkco 栽插
vywj 置物架
vscp 中长跑
bcmr 白木耳
bosj 悲声
cvly 参众两院
ccyr 次韵
dbkh 大笔一挥
dokj 打卡机
dbqk 带枪
dkms 得意门生
dlcs 低唱
hkcd 汉英词典
jpcv 兼程
ksqo 可巧
kgdp 困得
megb 满贯
moxz 慢性子
mimr 茫茫然
mjdj 耄耋
ngsk 那时快
nhmk 难民营
nsjx 泥沙俱下
nksw 牛屎
pmcf 判词
qwcl 亲传
qwmk 亲美
qjql 倾尽全力
rkss 日有所思
tovg 提职
whrl 蛙人
whdp 武打片
xvhe 香汗
kike 药液
bwdb 背对背
chtn 冲昏头脑
dfvc 豆腐渣工程
diti 遁逃
fgcs 飞鸽传书
gizl 甘做
gkzh 杠子
gowj 搞完
hejh 海基会
hrmg 或门
jjgz 军购
jjqk 军棋
kjwg 考问
nosq 捏死
qqzp 去其糟粕
simk 萨摩耶
sswd 碎尸万段
till 通例
wgyy 外国语学院
whgd 武工队
wyvf 无政府
xctk 舷梯
xhkr 新婚燕尔
xtnt 玄鸟
kshf 严丝合缝
ksfh 有伤风化
vhdi 整党
vhsv 正神
zcfk 子承父业
bfvy 八方支援
sqhk 深情厚谊
csbo 呈报
xjcg 小陈
rgdl 阿爹
bibs 薄饼
bisn 迸射
bdhy 编后语
barp 病容
besd 波塞冬
bjve 补注
cqcc 残次
chcr 蠢才
dnww 大外
dmfl 刀斧
dmsb 电视报
rlgp 俄共
fhku 发烟
fhsm 反色
htsd 豪绅
jlxz 假小子
jerm 渐暗
jjxd 尖细
jije 进见
lwdr 脸蛋儿
mlgj 猛龙过江
mihc 迷航
nrkt 男儿有泪不轻弹
poji 抛进
pgkk 皮椅
qfsv 千夫所指
qrqy 求签
sehp 深黄
stls 斯特劳斯
tgxl 太搞笑了
tfrq 天赋人权
twxd 脱线
wrdw 万端
wilk 望楼
xdsr 乡思
xrkg 血印
kfbc 言必称
kjpj 衣袍
ytdp 育德
zrne 枣泥
vmbf 制表符
vyzj 篆字
soqr 撒切尔
zrcs 再吃
jwpg 竞聘
biwu 班务
bljn 步履艰难
cjgk 城根
fhvo 发怔
flfe 伏法
flhm 伏旱
hptp 和平谈判
hojo 惶急
hojj 挥军
joti 急退
jeqq 渐强
kkkk 靠椅
ksxs 叩响
lilv 连理枝
lklf 乱砍滥伐
mahw 卖好
mlmw 忙里忙外
mrxd 墨线
rono 惹恼
sudx 煽动性
sglb 上个礼拜
shzv 叔祖
segt 水果糖
tvdm 天诛地灭
wgdi 闻达
xtys 稀土元素
krss 引人深思
yizv 远祖
vsdr 只是当时已惘然
vnmy 竹篾
jzld 精练
lrrl 丽人
sald 瘦了
bsdd 板上钉钉
bnjo 不拒
cusp 超水平
duhj 敌害
rgyf 阿谀
gfzp 狗崽
gehg 滚回
hjhs 好聚好散
hefs 混饭
jfqf 讥诮
jrwx 几碗
jwcj 娇宠
jkdk 金锭
jcsq 决死
ljpe 老派
mhsn 梅花三弄
nrsw 男尸
nvwj 内政外交
puvl 炮仗
qqcq 妻妾成群
qcyl 青出于蓝而胜于蓝
sxnw 石女
skjh 释疑解惑
sddp 书单
tugk 条钢
txwm 童心未泯
wysm 未时
wwlk 屋梁
xbjk 小本经营
xoki 心药
kbdh 压顶
kilk 艺林
kysg 一语双关
kwjy 有鉴于
vfzj 猪鬃
bjkh 把酒言欢
bnkh 半页
bllm 保量
boxj 悲喜剧
bgbc 笔耕不辍
cewl 潮位
cahe 楚河
doss 打手势
fdxd 纺线
fckx 非常可惜
fjwg 风闻
gucj 卦辞
jqkk 见钱眼开
jxco 解愁
kvcj 科场
kskj 可堪
losk 拉锁
lvcf 利齿
mslk 鸣锣
mbsd 目不识丁
nkmv 难以名状
nodj 恁地
pgsl 陪侍
qksd 群书
sfvd 三分钟热度
skyk 锁钥
tosn 探身
xjxz 小巷子
kbhm 烟波浩渺
vydo 重打
vihd 主航道
xcjw 县局
bljd 兵来将挡
clxf 促狭
dobi 打遍
djsu 地煞
dckj 独此一家
rjcb 恩将仇报
fdxw 飞行物
fzqo 粉拳
gssw 哥嫂
hwse 好深
hhvg 赫赫战功
hryi 画苑
jjbr 甲基苯丙胺
jcrg 酱肉
krsk 凯恩斯主义
ksgd 可耕地
lodl 撂倒
lekh 流萤
ljzz 乱糟糟
ldps 绿皮书
mmcq 眉目传情
qrdo 敲掉
rlvh 人类智慧
sbtq 深表同情
sgvp 耸峙
tjmd 它们的
wxvf 微信支付
ksxc 应县
khgx 有何感想
vflk 猪栏
vosi 撰述
sprl 山人
cilc 草履虫
cnks 长吟
diwr 达斡尔
dqha 弹痕
dmsp 刀山
dbkr 毒牙
goku 工卡
jrvo 几折
jeza 加足
jskj 精神可嘉
kemo 渴慕
lgtw 灵童
ljjt 乱交
mfjp 马具
pgsj 皮实
pozv 批租
qqbi 强逼
qekt 清夜
ssrh 撒手人寰
ssxh 三岁小孩
srrm 杀人如麻
syyl 山雨欲来
shki 圣药
sskk 松松垮垮
tnzk 太杂
whta 蛙跳
xucu 下处
xmxv 新墨西哥州
ksrs 吟哦
kjjy 由近及远
vkby 战罢
vtvk 睁着眼
vdnx 织女星
vqdf 只欠东风
vicq 珠翠
dplv 得利
ropo 挨批
btsc 抱头鼠窜
bmcg 剥除
cjto 初探
dyjl 等距离
fekj 法衣
frxw 幡然醒悟
gnlx 骨碌
henk 海牛
htwj 哄抬物价
hkfc 混口饭吃
jkbv 架不住
jmjh 甲基化
kxwu 矿务
losv 愣神
libg 连部
lyfg 罗浮宫
nkbr 难以辨认
nwzz 女贼
ppdd 飘飘荡荡
prbd 平辈
qvdb 乔装打扮
qmdu 切点
rmto 日托
rhvw 乳脂
tnsq 太死
xcgg 西归
xljw 修脚
kigl 一骨碌
kwxu 有熊
vspk 中铺
vejf 助记
zvkv 佐治亚州
hspg 红烧排骨
sfxv 麝香
whsk 武松
rjki 安营
bdvl 绷着脸
bsds 不是对手
bntx 不太像
cqnt 雌鸟
guds 赶得上
gudo 各打
ghrx 蛊惑人心
hjfr 后继乏人
hpsr 黄世仁
kypw 开屏
kods 抗毒素
lqdw 两栖动物
mwli 妙理
qijb 遣将
qewy 勤务员
qpyy 穷于
rgzz 肉粽
swsr 飒爽
sqti 殊途
sasm 巳时
sjck 塑成
tmci 剔出
tojn 推及
wdkc 勿要
xcgd 西工大
xkgj 校官
xgzv 性工作者
xqcr 雄才
kxjf 严刑峻法
vibi 遮蔽
vadp 直待
zgzd 自高自大
rmrg 阿猫阿狗
bdbx 不大不小
cijk 赤金
cyff 重访
cjvk 初战
czsa 粗疏
djvj 地质局
dhcq 断翅
fhld 发绿
hfws 毫发无伤
hdlm 横刀立马
horw 忽如
hbvj 缓兵之计
kscs 靠山吃山
lizj 蓝字
lgcn 陵川
lksj 锣声
qisu 气煞
qgvl 强国之路
qfkd 请缨
rvwd 仁者无敌
rpsm 容色
sfri 设若
sews 深吻
smvx 盛名之下
spdd 首段
sjvh 守正
sdjw 书脊
sdvk 书札
sfqw 说亲
sxsw 碎尸
tptc 踏破铁鞋无觅处
tqcf 弹词
tomf 探马
wwva 外痔
xwxg 嫌隙
xihu 薪火
kgbv 一官半职
kkbk 银杯
yxxi 雨鞋
vxkp 砖窑
zbkb 左膀右臂
jezj 加在
hslk 号楼
vksu 枕上
rrxx 安安心心
cifs 茶饭
cbwu 厂务
dmsq 电死
gckc 高出一筹
gllz 仡佬族
gocz 挂彩
hzvk 货栈
jivd 建筑队
jcbr 局促不安
jdnh 绝难
kobu 抗爆
kpfq 空翻
krsd 快如闪电
lhdf 领读
lgxa 陋巷
lmsz 罗马数字
meby 漫笔
mfyc 猫鱼
nndp 男女搭配
naqj 南去
qpji 嵌进
qemw 清梦
scsd 三从四德
sifj 世风
snvu 失贞
shss 说话算数
srqw 思亲
taqj 跳墙
xukr 下一任
xksk 学有所用
kmlw 扬名立万
kllx 一路领先
zopo 总怕
xmrs 旭日升
bthu 变灰
cqqv 残秋
ctbt 长痛不如短痛
chxc 车祸现场
dqwg 但求无过
duki 敌营
hwwl 好无聊
hfxw 合法行为
jkxd 架线
juxw 救心丸
ktxh 看笑话
kofe 抗法
ljto 老态
menh 没奈何
mfdj 谋定
nxct 脑下垂体
nngj 年光
pwfc 偏微分方程
rxbg 人心不古
sohi 撒花
tdsw 统属
tlkh 脱离苦海
wqxx 完全小学
xjsm 新技术革命
kbxj 厌学
yhjk 孕检
vhyk 正欲
vuvu 烛照
hotn 护套
seld 湿了
brgm 百果
bnkv 毕业照
czsm 财色
dlqn 大龄青年
dpku 单卡
dpmw 单名
fksu 放散
fwnw 肥腻
gayf 古猿
llss 老老少少
ljmw 老妹
lryx 了然于心
lkbd 柳编
lexq 沦陷区
lrxi 略逊
mkvl 没有着落
peru 沛然
pshj 喷壶
qtwl 齐物论
rsxt 人生信条
rokr 忍一忍
rgxm 肉刑
skgy 少言寡语
sbtg 师团
sdso 缩手
tcbv 推崇备至
ktdu 夜灯
zxhd 砸毁
zevn 泽州
vkdd 战斗队
vorf 招认
vkkn 枝丫
zmks 最右
qcjc 轻车简从
bibk 靶标
blxk 巴伦西亚
btvk 变质岩
bvjp 标准键盘
cfrs 超凡入圣
cwhz 朝贺
clfm 初露锋芒
cdlv 纯良
dnrl 大熔炉
dexk 动销
fkhj 方鸿渐
gvsq 各种事情
gxlr 古希腊人
gplc 关联词
hjch 寒蝉
hrha 黑户
jdzh 继子
lztr 粮田
lllg 令郎
mcvk 民粹主义
nqbd 南腔北调
pkxu 铺下
sech 沙虫
sgkf 邵逸夫
slsk 舍生
ssww 斯斯文文
tlnc 倘能
tawj 跳舞机
tbxd 同胞兄弟
xtsm 玄色
ktym 眼晕
ksdo 咬掉
kzhj 贻害
vgbr 猪狗不如
vekx 助研
zgsj 坐骨神经
zlgm 做了个梦
xhwg 新网
bacv 病程
rmxy 暗箱
bdbq 百毒不侵
dfvv 大费周章
ddfw 单调乏味
digd 党纲
dmdj 刀豆
dltg 低碳钢
fsyl 凡事预则立
hdly 寒冬腊月
hmtf 旱獭
hbds 黑白电视
hmxt 昏眩
jvgj 积垢
jobk 接棒
jydi 筋道
jfyl 金风玉露
kkkj 开开眼界
kskd 库页岛
nqwy 你情我愿
nizu 弄走
qtmt 齐眉
qfcy 驱策
rnvz 入赘
tkxo 桃心
tmbx 替补席
whks 武库
xcbx 相持不下
kcgc 遗传工程
krxd 音系
kefy 勇夫
ksgy 有失公允
zisv 造神
vfmw 诊脉
vago 直感
vvzh 稚子
bcly 白鹿原
cfds 猜度
cqno 残念
chsj 蝉声
cnyn 痴男怨女
cstq 吹弹
dfxs 读心术
gdlr 够累
gkzl 顾影自怜
hsrl 喊人
hdld 会当凌绝顶
jsqw 叫屈
kuvf 卡扎菲
lojm 恋旧
nizz 逆贼
plgz 偏贵
prnn 平年
qtja 齐肩
rsdh 人生得意须尽欢
seso 洒扫
sylj 三棱镜
ssss 闪闪烁烁
svmy 神秘园
sbsx 实报实销
sshs 嘶喊
tydu 天灯
taho 痛悔
twgv 脱稿
wodj 挖地
xdck 细查
xosk 心锁
xlvk 信札
xqwt 雄文
kajo 疑惧
kivx 一招鲜
kjsh 罂粟花
zxqy 再续前缘
vaym 真晕
vgxi 周薪
zckg 自成一格
zmxv 最香
djjq 定焦
brgl 必然规律
byvk 表针
ccls 草草了事
ckmt 成眠
cysz 重赛
cpvk 穿针
cfxs 词序
dnfx 大发现
dumy 冬末
dpsp 短寿
fdck 纺锤
fzce 粪池
gdbk 够本
hrvz 互助组
hcqw 皇亲
jxsq 见贤思齐
jjjc 借酒浇愁
jjhj 紧急呼叫
jzvs 君子之交淡如水
lrwg 劳而无功
lvst 利市
ljje 乱加
pgxq 颇感兴趣
sarv 十二支
sxgo 石拱
shbk 尸横遍野
sssk 嗜杀
taqm 痛切
wwjv 围魏救赵
xolh 心领
ywvd 月终
vhgj 正宫
vhmr 整面
suld 熟了
btkn 褒义
cglx 陈规陋习
ccgt 冲高
cddb 绸带
cmxc 出谋献策
divm 党争
dwpr 端平
rgwk 鄂温克
flxh 放浪形骸
fvjk 非转基因
fjzj 风灾
fyqd 夫妻店
fssk 腐生
gtto 高抬
gilt 葛朗台
gftw 狗腿
jgsm 见过世面
jits 近体诗
kkse 枯涩
kayg 跨院
kpmg 夔门
msws 喵呜
mjmg 墓门
qcco 凄怆
qqwd 千秋万代
ssmj 烧伤面积
sdrx 深得人心
swzh 婶子
sstt 四世同堂
togz 挺贵
timw 通名
wswj 万寿无疆
wtqw 亡妻
knru 幽然
ygpo 阅批
vopx 扎破
vjpc 照价赔偿
vvls 智者乐水
vimw 主脉
zwfy 姊夫
zlje 佐酒
gkbn 概不
xchs 舷号
bdxc 包心菜
bpcd 兵车
como 擦抹
cyhr 重画
dlxn 低息
dzsd 赌输
gzqi 贵气
ggtn 鬼头
hwcs 胡吹
jvyg 积郁
jqws 焦味
jkgs 金刚砂
jtds 惊天地泣鬼神
jevr 酒盅
kjzs 苛捐杂税
kisj 苦守
lrtg 略同
mici 迷藏
nwsw 脑死亡
nkjj 牛角尖
qirr 气昂昂
qhme 期满
qixe 气消
qomu 掐灭
qksu 歉收
rngg 入阁
syjb 三角板
sfks 斯芬克斯
tyxp 天仙配
tlmt 偷瞄
twrg 腿肉
wojy 挖井
wgdi 卫道
wiri 葳蕤
xjsm 小暑
ktsj 鸭舌
kksm 有意思吗
ymqy 缘木求鱼
vxdh 震断
zbjm 自报家门
cimt 赤眉
cnsg 臭水沟
dcqk 丢钱
ghdr 共和党人
gbbl 古巴比伦
gzkt 顾左右而言他
hmtr 旱田
jvrm 祭日
jdcl 结仇
jklc 金鳞
jetp 酒徒
kndv 康涅狄格州
kkvc 苦苦支撑
kilb 苦辣
lzjg 类聚
mgcf 门齿
pqph 跑前跑后
pofe 拼法
qopo 抢拍
qowl 抢位
qgkr 取意
svkj 稍宽
smdk 深明大义
sfjt 狮鹫
sqdl 手起刀落
tlcn 体臭
wwss 畏畏缩缩
wnkx 乌衣巷
xjxy 戏剧学院
xvne 稀泥
xest 洗手台
xfsv 训示
kdby 以德报怨
vsrr 志士仁人
zysa 奏疏
jksx 谨言慎行
bbvk 本本主义
bjtn 埠头
cqjm 残旧
celi 潮落
civj 迟至
dutc 灯台
dpsq 短时期
dpwj 短袜
rcgm 二次革命
fyqx 罚球线
gydk 干瞪眼
gtkl 固体饮料
ggfl 国富论
hetk 浩特
jetl 加他
jxbk 角标
kydk 开裆裤
lkhi 楼花
mvbl 毛玻璃
mhck 孟村
mdfy 民夫
nwjc 娘舅
rjrr 忍饥挨饿
svps 神品
wolk 我乐意
xsck 吓成
xjcw 小产
xcgs 小城故事
ycda 鱼蛋
vmgz 争购
vohd 撞毁
tlbe 停泊
clsv 侧视
fhsc 发挥失常
fbjs 奋笔疾书
fukm 复刊
gykp 管窥
glzf 官僚作风
hwzk 毫无作用
hsss 后嗣
hztc 糊涂虫
jlkq 俊雅
koke 揩油
lxhd 雷轰
lrks 两可
mils 茅庐
pitj 葡萄架
qlgz 起了个大早
qcsv 青纱帐
rnsy 如你所愿
splp 山岚
sykh 生于忧患
srgi 思过
sdbd 缩编
tgdl 太感动了
tjvm 土制
wgsm 卫生棉
wrks 五言诗
xolr 心累
xqjj 雄赳赳
kbhj 压坏
kefw 洋服
ynqm 粤曲
zebj 泽被
vukx 政研
tegg 泰国
csvt 吃斋
dwcl 嫡传
dpry 窦娥冤
ropf 恶评
gyfs 干饭
gjrw 宫娥
hekj 海空军
hejm 汉剧
hokr 换牙
jilz 蕨类
ljdp 乐得
pdlz 牌类
pofh 披发
prvk 皮肉之苦
qjyr 强加于人
rzdx 人造地球卫星
rmrj 日安
syfi 三藩
ssbd 闪烁不定
sbkd 势不可挡
swvk 恕我直言
thww 题外
xode 掀动
xcld 鲜绿
xwsw 腥膻
xhwl 寻花问柳
kmxi 映现
kxvl 硬着陆
vjzh 褶子
klsr 优酸乳
baza 跛足
bxsw 不幸身亡
cobw 擦背
cyzd 筹组
chvf 蠢猪
czht 粗豪
chcd 存车
dogb 打狗棒
doje 打浆
dtsv 盯视
fhbk 发标
fzxl 犯罪心理
fgrh 富贵荣华
hrbq 害人不浅
hnyc 花鸟鱼虫
hivu 花烛
jiqk 菌群
lslh 累死累活
lkqi 链球
mtde 盲动
mlwq 命里无时莫强求
nosm 怒色
plrj 偏安
qmjx 切角
qjsm 去色
rujk 热机
scjv 生存竞争
sekk 水杨
slck 说来惭愧
tkks 特克斯
kphk 一派胡言
kesv 游神
kksk 有一说一
zkss 造谣生事
zxqs 自行其是
dika 迪克
lvrl 利人
wlkq 物理引擎
bycr 表册
byxk 表相
bzgc 不足挂齿
dnst 大舌头
dvdk 大智大勇
dbsx 等边三角形
dmke 电涌
rybs 二把手
hmkt 黄毛丫头
jtll 眷侣
lxgf 狼心狗肺
ltfw 六腑
njje 宁津
nwlm 女流氓
nwmg 女魔
qqgg 强固
qrnl 切尔诺贝利
rlfz 人贩子
sqsq 三妻四妾
sjpd 审片
sbml 师命
srva 爽直
xtvt 瞎折腾
xxhe 霄汉
xlsv 信神
kilo 延揽
ktwk 夜未央
kips 一瓶水
kmrw 易燃物
kqkj 勇气可嘉
kxsz 有效数字
yxse 雨势
ygbg 院部
ygsx 圆石
yunw 越女
zkhe 杂活
vovb 掌中宝
vobw 振臂
zlsq 左轮手枪
bfdc 缤纷多彩
czps 彩喷
chds 长话短说
cshd 吃荤
dddq 大敌当前
dlma 代卖
dkss 多一事不如少一事
fqfc 翻覆
fjbh 分久必合
fygk 奉告
flvh 斧正
gdtb 高大挺拔
gfsy 狗屎运
gsbl 光说不练
hbyf 含苞欲放
lytw 笼屉
meqt 没前途
mlgj 命官
ngjx 内角
nsww 内圣外王
pntj 乒坛
rgql 人鬼情未了
sydn 蜀道难
xcnn 西奈
khrs 一哄而散
ksrn 一石二鸟
kxzd 悠闲自得
kekq 游泳圈
kzkl 又脏又累
vmkp 制空
vwvb 职务之便
zjhl 坐化
fgxj 附小
wwlk 外链
bsds 八十多岁
bckp 冰岩
cnsh 长蛇
ctje 瞅见
cmgr 聪明过人
dqkh 弹孔
dnmg 夺门
gopl 感佩
godi 怪道
hijw 花尽
hpmz 黄米
jjjl 寄件
jdhk 夹道欢迎
jcso 净手
kxhx 科学幻想
liby 连笔
msjl 没时间了
ndmv 纳秒
nmfa 暖房
pwmw 胖妹
sbsl 说不上来
sici 送菜
sijy 速记员
tado 踢打
tdlx 天地良心
tgjp 图卷
wmvg 伪满洲国
kbvg 压阵
koho 摇撼
yjvh 乐正
vsqr 仗势欺人
vosi 擢升
znjt 自交
kisw 药膳
rnbk 懊恼不已
bcnl 白拿
ckcf 查词
dypt 大雨滂沱
dmjx 旦角
rovc 恩准
fzmr 粉墨
gjzh 褂子
goff 惯犯
jwsw 奸尸
lhcq 灵魂出窍
ljpp 乱蓬蓬
lwje 屡见
pozj 拼字
pxgp 破关
rnjk 入镜
sfjj 删繁就简
ssss 生死时速
saws 十位数
sdxf 书讯
tkfy 桃符
tvhp 天真活泼
kdxk 一点心意
vvxh 正中下怀
vmdd 智斗
znjf 自建房
zjmx 字码
zsbg 坐视不管
qlmm 巧立名目
bdhs 不当回事
ftkp 反坦克炮
hoxw 护胸
himr 花面
jjch 家蚕
jgbh 金刚不坏
lixj 连写
posn 抛射
pxjl 破纪录
qsdm 欺世盗名
qgdf 卿大夫
sixg 升限
ssfg 司法官
skmz 死要面子
tajw 踢脚
woqg 挖取
wuvk 卧着
xcqp 西岐
xovy 悬置
kgll 眼观六路
kcdf 阴曹地府
zije 造酒
vdgj 找到感觉
vbkh 振臂一呼
vkwj 中央文件
vfcw 猪肠
tkls 铜锣烧
yycc 云存储
bgjt 邦交
bnhr 不好惹
cztn 彩头
cjmm 超级名模
dhsg 大好时光
dgdb 丹毒
fjkf 富甲一方
hrju 互敬
hasu 户数
hefc 混饭吃
jklg 检录
joro 搅扰
jcts 鲸吞
kpkf 空言
lwsd 脸书
ndfl 乃父
qwbx 亲笔信
qrcl 求偿
sfvr 诗章
sddx 输电线
sevk 水准仪
tgbm 天公不作美
tlqk 偷钱
tomx 推磨
xgvx 学贯中西
kphl 衍化
klbw 仰脖
kwzx 阳痿早泄
kinj 药农
kktn 颐养天年
vyvs 止于至善
npkb 耐压
rsjr 爱斯基摩人
bsll 不甚了了
dkgl 戴个
dozh 掸子
djqn 地契
fdvd 否定之否定
flty 伏天
gxqn 各显其能
ggsz 国赛
hwhf 好狠
hepo 混排
johu 急火
jejl 加进来
mkvp 棉织品
qcle 泉流
rhyh 蝾螈
shwt 上海外滩
snjs 弑君
spby 首笔
sdsc 水滴石穿
tojd 抬轿
tdkv 挑灯夜战
wvly 未知领域
xzrd 闲杂人等
xrpe 血泡
xtcj 省察
xpxh 行行好
xsba 序跋
kahn 异乎
kdgx 有点关系
kftx 有福同享
zmjl 暂借
zich 遭此
vpfh 征发
vsjv 中继站
vyst 重商
vywq 重武器
vzxs 种子选手
xkjx 先进性
hkfg 花开富贵
bljf 保驾
chqi 采气
ciqy 草签
cvhl 差之毫厘
dsno 叨念
dutc 敌台
dasl 跌伤
rllg 俄勒冈
fvkl 福佑
gkce 钩沉
hhvl 黄河之水天上来
jido 进抵
mrsk 面生
mkvk 木栅
noln 挪了挪
psph 拼死拼活
rwgz 人往高处走
seci 洒出
scbk 舢板
ssku 嗜烟
soki 授艺
sqjf 死记
wkxl 无可限量
xdcj 细察
kwke 胰液
kwxs 鹦鹉学舌
kddx 邮电大学
klgk 优格
ymhh 晕乎乎
vfrs 执法如山
vhtp 止痛片
swzm 臊子面
bkbj 本埠
dsdq 嗲声嗲气
dkzh 犊子
gtlv 高老庄
jkks 极右
jxkj 解衣
lvmq 临阵磨枪
mege 漫灌
nhdf 难读
ptbx 平头百姓
pkvo 朴拙
rhvb 乳状
splg 山陵
sdlt 事到临头
shjx 受惊吓
sigm 蒴果
tnzd 太子党
twdi 脱党
wygy 无干
xfyg 详阅
vsmh 指桑骂槐
vikl 逐客令
boci 拔草
bsjx 避实就虚
clwj 传完
cvyl 从中渔利
djls 当啷
dsjs 抖擞精神
gktu 钢条
gxsj 归心似箭
hrfh 互发
hsld 欢声雷动
jdld 绝对零度
myle 末流
nkgg 浓烟滚滚
pmfp 判分
rwyl 人无远虑
sasd 十三点
shnv 受难者
sgww 四外
teho 淘换
twhh 天网恢恢
trbw 听而不闻
kgvj 一国之君
kahi 已还
kjxz 意见相左
kkwv 有眼无珠
ykst 欲睡
vkdf 钟点房
zykf 奏议
rjgu 安敢
rhbk 懊悔不已
bxqv 败絮其中
blsn 保身
bimv 鞭毛
bzky 不再犹豫
chnl 采暖炉
dvlz 打肿脸充胖子
dssd 吊绳
dikq 逗引
gkjl 告假
gnra 骨癌
gqzf 过期作废
hugj 火罐
jlgj 借光
jzvo 精忠
kjqh 客气话
mkdk 美的
nwbt 女娲补天
qecj 浅尝
qsgh 庆功会
sfhg 驶回
szdk 狮子大开口
sbkg 帅印
sybr 岁月不饶人
taxu 踢下
whrc 完好如初
wqsn 弯身
wtck 无头苍蝇
whvg 武职
xbtg 心比天高
xgsr 新官上任
xrsp 虚岁
kfkn 一方有难
kimo 一忙
kjwl 有教无类
yxmb 雨幕
yswp 鱼死网破
yiza 玉足
vhls 忠厚老实
vnky 竹筐
trvs 田中
bzbj 不增不减
bvrs 不战而胜
cafs 蹭饭
csck 吃错药
dokp 打空
fpjt 分镜头
gkki 歌艺
gfml 狗命
hrlg 虎牢关
jddi 结党
jjtr 军屯
khsh 蝰蛇
lgfj 录放机
mejp 漫卷
mgbz 门巴族
mzcl 米仓
pcpr 配平
qdjs 强打精神
qhsk 劝善
snzv 水能载舟
wcwd 问长问短
wnni 舞弄
xutj 下台阶
ksks 喑哑
zkvv 栽种
vyld 重了
bshs 庇护所
dfmv 读秒
dbxh 毒蝎
dhxo 断想
gjxu 垓下
gnxr 骨血
gdvv 官渡之战
gjpg 光屁股
hjbf 合久必分
hdwl 画地为牢
jlzl 假作
jkbe 检波
jvzh 毽子
jyjk 井架
kpfg 空防
kmvd 孔孟之道
ljjk 裸机
ldpg 绿皮
mfvi 猛追
mpdm 密电
mobt 摸不透
scjl 刹车距离
srko 思忆
shsk 岁寒三友
xwbd 希望不大
xksk 相术
xtml 形同陌路
xklf 休克疗法
kxbk 言行不一
kecd 洋车
kskh 要死要活
kksz 摇曳生姿
keki 液氧
kiqk 弈棋
zwhe 脏活
vwcq 肢残
vehe 滞洪
vicj 主裁
bwkh 不无遗憾
cgll 臣僚
cncg 乘除
cxbg 痴心不改
ccje 冲激
cdsm 丑时
cfxi 词选
dmfs 刀斧手
dlvj 倒装句
dftl 独体
fhcm 发春
glbt 搞了半天
gggp 归公
hdgl 缓过来
hgzs 回嘴
hutu 火烫
kfsf 课时费
kchj 酷寒
lncw 临朝
lswq 流水无情
mxbt 梦溪笔谈
mshs 庙号
midx 莫等闲
posw 抛尸
qlyy 琼楼玉宇
rggt 肉鸽
sskz 飒爽英姿
sahf 瘦猴
srvt 受人之托
sfmw 说媒
tbck 坦白从宽
tncz 头彩
whwk 武威
xsrs 喧嚷
ketm 演替
kecr 幼畜
ygrr 鱼贯而入
znjd 自绝
jkjl 金价
rvsj 安卓手机
xrvw 血站
bdmg 抱得美人归
bnmj 北冥
ckjc 仓央嘉措
cijh 草鸡
cjyg 场院
clkg 储油罐
dnnl 大拿
dlbn 倒毙
djgr 定更
rycz 二重奏
fwgn 腓骨
gdje 够劲
gkxm 构象
hlxr 何许人
hrnn 虎年
horu 惶然
jigk 茎杆
jmke 旧业
jjzw 军姿
lazh 瘤子
ldts 龙庭
nrdq 男儿当自强
qnlr 牵累
qekf 清议
qkjc 犬牙交错
skgf 杀狗
sbdl 山崩地裂
svck 视差
sfsh 诗圣
wyzi 未遭
xosm 惜时
xkxk 羞羞
knfg 旖旎风光
krjr 一荣俱荣
knxs 义兄
kryr 音韵
vcbx 争吵不休
vobc 执白
vmvl 追名逐利
zlbl 作保
vilg 著录
gzhz 购货
bydy 笔答
bksc 不可数名词
cvmg 晨钟暮鼓
dpqe 短浅
fywk 负隅顽抗
gkck 盖成
gsfs 广府
hfws 毫发无损
hklb 核裂变
hckc 祸从口出
jkgz 假洋鬼子
jccc 酱醋
jmlt 今明两天
liqk 蓝桥
ldjj 雷电交加
lqzv 列祖
logp 拢共
llbl 伦勃朗
mgle 麦浪
mrqe 面洽
mbmf 母马
mxsm 目眩神迷
qlph 俏皮话
smlq 萨马兰奇
sqhk 深情厚意
sjjl 实践论
szmn 赎买
sepk 水平仪
tkgj 铁公鸡
tssd 听书
wwrg 外耳
wrlz 万类
xgjx 香港浸会大学
xgxr 寻衅
kjvs 一己之私
yflk 语料库
yoxo 愿心
yrsd 韵书
zmqv 早秋
vlkk 债款
ryqm 碍于情面
btsq 变声器
bmqo 别情
blnk 波利尼西亚
bbvy 不白之冤
bfsx 不分上下
clhh 灿烂辉煌
cuvd 处斩
djsq 定死
frll 凡例
fspc 废票
fjlh 风凉话
